CustomerID,Recency,Frequency,Monetary,R_Score,M_Score,F_Score,RFM_Score,Segment
14547,4,9,3953.9500000000003,5,5,4,545,Champions
14548,151,2,652.8,2,3,2,223,About to Sleep
14549,311,1,289.24,1,2,1,112,Lost
14550,11,2,757.37,5,3,2,523,Loyal Customers
14551,18,2,186.23,4,1,2,421,Loyal Customers
14552,152,1,164.22,2,1,1,211,About to Sleep
14553,19,5,859.27,4,3,3,433,Loyal Customers
14554,10,4,2279.4900000000002,5,5,3,535,Loyal Customers
14555,57,2,312.54,3,2,2,322,Lost
14560,7,24,2174.18,5,5,5,555,Champions
14561,76,3,1080.76,2,4,3,234,About to Sleep
14562,4,22,4676.62,5,5,5,555,Champions
14565,96,6,3073.77,2,5,4,245,About to Sleep
14566,111,1,1432.0,2,4,1,214,About to Sleep
14567,35,3,1524.46,3,4,3,334,Loyal Customers
14569,1,1,227.39,5,1,1,511,Recent/New Customers
14570,281,2,218.06,1,1,2,121,Lost
14572,3,10,2775.39,5,5,4,545,Champions
14573,180,13,1590.12,1,4,5,154,At Risk
14576,372,1,35.400000000000006,1,1,1,111,Lost
14577,13,4,859.71,4,3,3,433,Loyal Customers
14578,3,1,168.63,5,1,1,511,Recent/New Customers
14581,17,1,138.6,4,1,1,411,Recent/New Customers
14582,41,1,114.11,3,1,1,311,Lost
14583,6,5,986.96,5,4,3,534,Loyal Customers
14584,169,5,1020.06,2,4,3,234,About to Sleep
14585,50,1,157.05,3,1,1,311,Lost
14586,227,3,134.16,1,1,3,131,At Risk
14587,19,10,1577.39,4,4,4,444,Champions
14589,372,1,39.75,1,1,1,111,Lost
14591,15,4,1320.21,4,4,3,434,Loyal Customers
14592,35,3,557.94,3,3,3,333,Loyal Customers
14593,22,3,617.15,4,3,3,433,Loyal Customers
14594,7,2,363.33,5,2,2,522,Loyal Customers
14595,20,6,1740.6000000000001,4,4,4,444,Champions
14597,11,2,866.24,5,3,2,523,Loyal Customers
14598,44,1,221.97,3,1,1,311,Lost
14600,306,1,393.33000000000004,1,2,1,112,Lost
14601,11,1,213.96,5,1,1,511,Recent/New Customers
14603,275,1,660.0,1,3,1,113,Lost
14606,1,128,11633.35,5,5,5,555,Champions
14607,16,17,10981.1,4,5,5,455,Champions
14608,4,4,1785.15,5,4,3,534,Loyal Customers
14609,72,4,601.56,2,3,3,233,About to Sleep
14616,243,3,406.08000000000004,1,2,3,132,At Risk
14618,9,4,538.59,5,3,3,533,Loyal Customers
14619,239,2,379.51,1,2,2,122,Lost
14620,204,3,393.28000000000003,1,2,3,132,At Risk
14621,1,6,1765.76,5,4,4,544,Champions
14622,185,1,320.58000000000004,1,2,1,112,Lost
14623,32,6,866.8000000000001,3,3,4,343,Loyal Customers
14624,57,2,225.85,3,1,2,321,Lost
14625,185,5,848.48,1,3,3,133,At Risk
14626,9,7,2757.07,5,5,4,545,Champions
14628,91,2,671.96,2,3,2,223,About to Sleep
14629,4,3,935.46,5,4,3,534,Loyal Customers
14631,51,3,1006.98,3,4,3,334,Loyal Customers
14632,263,1,114.56,1,1,1,111,Lost
14633,266,1,344.90000000000003,1,2,1,112,Lost
14636,36,2,609.85,3,3,2,323,Promising Customers
14638,51,1,443.6,3,2,1,312,Lost
14639,52,8,2952.34,3,5,4,345,Loyal Customers
14640,16,8,2024.45,4,5,4,445,Champions
14641,22,1,110.46000000000001,4,1,1,411,Recent/New Customers
14642,59,1,96.12,3,1,1,311,Lost
14643,170,3,668.61,2,3,3,233,About to Sleep
14644,9,4,780.46,5,3,3,533,Loyal Customers
14645,157,2,597.09,2,3,2,223,About to Sleep
14646,2,76,279489.02,5,5,5,555,Champions
14647,201,1,236.04000000000002,1,1,1,111,Lost
14649,5,4,1402.59,5,4,3,534,Loyal Customers
14651,67,2,653.75,3,3,2,323,Promising Customers
14652,77,1,114.18,2,1,1,211,About to Sleep
14653,1,7,1926.65,5,4,4,544,Champions
14655,4,5,1930.15,5,4,3,534,Loyal Customers
14656,169,2,291.05,2,2,2,222,About to Sleep
14657,18,5,838.27,4,3,3,433,Loyal Customers
14658,5,2,247.15,5,2,2,522,Loyal Customers
14659,9,12,2456.53,5,5,5,555,Champions
14660,87,2,285.74,2,2,2,222,About to Sleep
14661,27,1,107.95,4,1,1,411,Recent/New Customers
14662,29,4,741.37,4,3,3,433,Loyal Customers
14664,20,2,636.24,4,3,2,423,Loyal Customers
14665,61,7,1258.38,3,4,4,344,Loyal Customers
14666,24,1,195.25,4,1,1,411,Recent/New Customers
14667,11,27,9165.04,5,5,5,555,Champions
14669,242,3,1259.24,1,4,3,134,At Risk
14670,280,2,392.86,1,2,2,122,Lost
14672,235,2,765.5500000000001,1,3,2,123,Lost
14673,3,5,1736.4,5,4,3,534,Loyal Customers
14675,16,1,596.36,4,3,1,413,Recent/New Customers
14676,31,8,2543.2400000000002,4,5,4,445,Champions
14680,25,23,26932.34,4,5,5,455,Champions
14681,71,3,498.95,2,3,3,233,About to Sleep
14682,188,2,52.0,1,1,2,121,Lost
14684,26,5,1201.51,4,4,3,434,Loyal Customers
14687,107,1,628.38,2,3,1,213,About to Sleep
14688,8,27,5055.61,5,5,5,555,Champions
14689,209,1,112.80000000000001,1,1,1,111,Lost
14690,44,3,341.96,3,2,3,332,Loyal Customers
14691,31,5,2114.33,4,5,3,435,Loyal Customers
14692,137,5,582.05,2,3,3,233,About to Sleep
14693,265,1,172.9,1,1,1,111,Lost
14696,4,9,2070.97,5,5,4,545,Champions
14697,218,2,188.61,1,1,2,121,Lost
14698,2,5,1217.27,5,4,3,534,Loyal Customers
14699,214,1,109.13000000000001,1,1,1,111,Lost
14700,32,3,2195.1,3,5,3,335,Loyal Customers
14701,11,12,2462.94,5,5,5,555,Champions
14702,1,18,3210.29,5,5,5,555,Champions
14703,15,1,318.17,4,2,1,412,Recent/New Customers
14704,11,9,1493.96,5,4,4,544,Champions
14705,199,1,179.0,1,1,1,111,Lost
14708,3,4,1096.67,5,4,3,534,Loyal Customers
14709,15,14,4911.14,4,5,5,455,Champions
14710,14,4,599.48,4,3,3,433,Loyal Customers
14711,10,12,2809.02,5,5,5,555,Champions
14712,29,3,917.07,4,3,3,433,Loyal Customers
14713,9,12,2660.1,5,5,5,555,Champions
14714,24,1,160.19,4,1,1,411,Recent/New Customers
14715,25,4,867.38,4,3,3,433,Loyal Customers
14716,43,2,307.51,3,2,2,322,Lost
14719,2,6,1571.89,5,4,4,544,Champions
14720,6,3,663.81,5,3,3,533,Loyal Customers
14722,147,1,180.42,2,1,1,211,About to Sleep
14723,10,6,1122.36,5,4,4,544,Champions
14725,25,1,655.58,4,3,1,413,Recent/New Customers
14727,274,1,268.58,1,2,1,112,Lost
14729,374,1,313.49,1,2,1,112,Lost
14730,1,8,1897.57,5,4,4,544,Champions
14731,47,3,380.02,3,2,3,332,Loyal Customers
14732,8,10,2686.34,5,5,4,545,Champions
14733,9,15,9451.54,5,5,5,555,Champions
14735,4,34,5807.6900000000005,5,5,5,555,Champions
14737,4,3,1164.55,5,4,3,534,Loyal Customers
14738,39,9,1289.94,3,4,4,344,Loyal Customers
14739,2,8,3899.1,5,5,4,545,Champions
14740,191,4,1423.21,1,4,3,134,At Risk
14741,12,6,1400.3400000000001,4,4,4,444,Champions
14744,16,9,1088.53,4,4,4,444,Champions
14745,113,6,1167.16,2,4,4,244,About to Sleep
14747,248,2,294.3,1,2,2,122,Lost
14748,29,6,1311.79,4,4,4,444,Champions
14752,44,1,389.64000000000004,3,2,1,312,Lost
14753,87,1,563.15,2,3,1,213,About to Sleep
14754,45,2,638.05,3,3,2,323,Promising Customers
14755,10,12,4965.38,5,5,5,555,Champions
14756,15,1,738.96,4,3,1,413,Recent/New Customers
14757,75,1,420.5,2,2,1,212,About to Sleep
14758,145,4,1484.06,2,4,3,234,About to Sleep
14759,5,3,1625.97,5,4,3,534,Loyal Customers
14760,294,2,53.8,1,1,2,121,Lost
14761,59,2,255.9,3,2,2,322,Lost
14762,264,1,300.52,1,2,1,112,Lost
14764,44,2,250.55,3,2,2,322,Lost
14765,29,3,254.11,4,2,3,432,Loyal Customers
14766,8,8,2423.07,5,5,4,545,Champions
14768,17,3,139.5,4,1,3,431,Loyal Customers
14769,3,10,10383.83,5,5,4,545,Champions
14770,232,2,876.4200000000001,1,3,2,123,Lost
14772,112,1,139.26,2,1,1,211,About to Sleep
14775,58,3,1011.9,3,4,3,334,Loyal Customers
14776,51,13,2195.58,3,5,5,355,Loyal Customers
14778,127,2,730.86,2,3,2,223,About to Sleep
14779,281,3,386.15,1,2,3,132,At Risk
14780,55,2,447.68,3,2,2,322,Lost
14782,320,1,200.10000000000002,1,1,1,111,Lost
14784,26,2,289.99,4,2,2,422,Loyal Customers
14785,10,2,77.4,5,1,2,521,Loyal Customers
14788,7,2,679.44,5,3,2,523,Loyal Customers
14789,29,1,197.64,4,1,1,411,Recent/New Customers
14790,17,4,745.06,4,3,3,433,Loyal Customers
14793,4,2,214.14000000000001,5,1,2,521,Loyal Customers
14794,3,9,1272.1100000000001,5,4,4,544,Champions
14795,166,1,131.45000000000002,2,1,1,211,About to Sleep
14796,1,27,7792.51,5,5,5,555,Champions
14798,53,3,173.74,3,1,3,331,Loyal Customers
14799,51,1,157.7,3,1,1,311,Lost
14800,48,16,4228.39,3,5,5,355,Loyal Customers
14801,61,1,189.34,3,1,1,311,Lost
14803,162,3,845.5500000000001,2,3,3,233,About to Sleep
14804,9,1,353.27,5,2,1,512,Recent/New Customers
14805,15,4,546.4,4,3,3,433,Loyal Customers
14806,75,1,193.39000000000001,2,1,1,211,About to Sleep
14808,40,15,2152.8,3,5,5,355,Loyal Customers
14810,41,11,2085.33,3,5,5,355,Loyal Customers
14813,370,2,152.88,1,1,2,121,Lost
14815,37,2,778.5,3,3,2,323,Promising Customers
14816,197,1,271.85,1,2,1,112,Lost
14817,200,2,1110.34,1,4,2,124,At Risk
14818,74,3,657.8,2,3,3,233,About to Sleep
14819,64,2,272.07,3,2,2,322,Lost
14820,21,4,507.29,4,3,3,433,Loyal Customers
14821,367,1,48.800000000000004,1,1,1,111,Lost
14823,180,3,321.43,1,2,3,132,At Risk
14824,10,4,1127.71,5,4,3,534,Loyal Customers
14825,4,12,2221.01,5,5,5,555,Champions
14828,197,3,2139.76,1,5,3,135,At Risk
14829,29,6,644.65,4,3,4,443,Champions
14830,53,1,188.88,3,1,1,311,Lost
14834,18,8,1698.3500000000001,4,4,4,444,Champions
14836,10,3,102.45,5,1,3,531,Loyal Customers
14837,90,5,1641.2,2,4,3,234,About to Sleep
14840,268,1,62.85,1,1,1,111,Lost
14841,53,6,3295.76,3,5,4,345,Loyal Customers
14842,35,8,2456.8,3,5,4,345,Loyal Customers
14844,64,4,3189.81,3,5,3,335,Loyal Customers
14847,149,1,309.40000000000003,2,2,1,212,About to Sleep
14849,22,28,7904.28,4,5,5,455,Champions
14850,312,2,278.15,1,2,2,122,Lost
14851,23,2,511.35,4,3,2,423,Loyal Customers
14852,58,6,2836.69,3,5,4,345,Loyal Customers
14853,9,3,463.05,5,2,3,532,Loyal Customers
14854,78,8,2730.09,2,5,4,245,About to Sleep
14855,119,2,645.65,2,3,2,223,About to Sleep
14856,36,3,1290.53,3,4,3,334,Loyal Customers
14857,60,3,1165.65,3,4,3,334,Loyal Customers
14859,13,5,1352.04,4,4,3,434,Loyal Customers
14860,9,2,168.62,5,1,2,521,Loyal Customers
14861,52,1,125.79,3,1,1,311,Lost
14862,26,2,841.2,4,3,2,423,Loyal Customers
14863,29,1,266.76,4,2,1,412,Recent/New Customers
14865,7,2,52.2,5,1,2,521,Loyal Customers
14866,11,13,14197.45,5,5,5,555,Champions
14867,186,4,701.33,1,3,3,133,At Risk
14868,3,9,2939.64,5,5,4,545,Champions
14869,4,3,717.7,5,3,3,533,Loyal Customers
14870,262,1,327.25,1,2,1,112,Lost
14871,3,4,501.28000000000003,5,3,3,533,Loyal Customers
14873,210,1,519.68,1,3,1,113,Lost
14875,9,5,1448.72,5,4,3,534,Loyal Customers
14878,13,9,1476.09,4,4,4,444,Champions
14880,77,3,690.59,2,3,3,233,About to Sleep
14881,20,1,255.4,4,2,1,412,Recent/New Customers
14882,27,2,589.7,4,3,2,423,Loyal Customers
14883,19,7,756.64,4,3,4,443,Champions
14885,132,1,765.3199999999999,2,3,1,213,About to Sleep
14886,253,1,364.8,1,2,1,112,Lost
14887,79,1,1862.0,2,4,1,214,About to Sleep
14888,207,1,369.2,1,2,1,112,Lost
14889,336,1,135.9,1,1,1,111,Lost
14890,254,1,125.65,1,1,1,111,Lost
14891,148,2,554.38,2,3,2,223,About to Sleep
14893,10,2,1237.8500000000001,5,4,2,524,Loyal Customers
14894,85,1,655.75,2,3,1,213,About to Sleep
14895,8,24,11020.26,5,5,5,555,Champions
14896,205,2,468.77000000000004,1,2,2,122,Lost
14897,8,4,1366.38,5,4,3,534,Loyal Customers
14898,23,8,1194.11,4,4,4,444,Champions
14901,11,10,1414.99,5,4,4,544,Champions
14902,21,2,314.11,4,2,2,422,Loyal Customers
14903,21,10,2729.18,4,5,4,445,Champions
14904,2,2,1025.44,5,4,2,524,Loyal Customers
14905,154,3,599.9,2,3,3,233,About to Sleep
14907,3,10,3478.85,5,5,4,545,Champions
14908,74,1,277.8,2,2,1,212,About to Sleep
14910,3,7,389.86,5,2,4,542,Champions
14911,1,248,132458.73,5,5,5,555,Champions
14912,17,3,841.52,4,3,3,433,Loyal Customers
14913,36,4,1227.43,3,4,3,334,Loyal Customers
14915,86,3,258.83000000000004,2,2,3,232,About to Sleep
14916,71,5,1264.84,2,4,3,234,About to Sleep
14918,116,2,1610.15,2,4,2,224,About to Sleep
14920,213,2,977.77,1,4,2,124,At Risk
14921,30,2,1316.07,4,4,2,424,Loyal Customers
14923,51,1,749.1,3,3,1,313,Promising Customers
14924,246,1,310.05,1,2,1,112,Lost
14929,32,1,223.88,3,1,1,311,Lost
14930,109,3,2362.96,2,5,3,235,About to Sleep
14931,5,6,964.6800000000001,5,4,4,544,Champions
14932,366,1,363.53,1,2,1,112,Lost
14934,73,3,1888.84,2,4,3,234,About to Sleep
14935,297,1,1784.71,1,4,1,114,At Risk
14936,9,9,8117.42,5,5,4,545,Champions
14937,57,4,1617.63,3,4,3,334,Loyal Customers
14944,30,14,5842.95,4,5,5,455,Champions
14946,14,1,100.9,4,1,1,411,Recent/New Customers
14947,72,2,290.82,2,2,2,222,About to Sleep
14948,23,7,1066.57,4,4,4,444,Champions
14950,9,2,361.25,5,2,2,522,Loyal Customers
14951,79,1,311.69,2,2,1,212,About to Sleep
14952,46,15,7912.79,3,5,5,355,Loyal Customers
14953,25,1,285.67,4,2,1,412,Recent/New Customers
14954,12,1,294.85,4,2,1,412,Recent/New Customers
14957,253,1,58.49,1,1,1,111,Lost
14958,147,3,483.73,2,3,3,233,About to Sleep
14959,59,5,684.97,3,3,3,333,Loyal Customers
14960,8,2,221.27,5,1,2,521,Loyal Customers
14961,11,12,7006.58,5,5,5,555,Champions
14962,271,1,126.7,1,1,1,111,Lost
14963,10,5,1472.34,5,4,3,534,Loyal Customers
14964,247,1,206.21,1,1,1,111,Lost
14965,96,2,596.09,2,3,2,223,About to Sleep
14966,15,1,183.02,4,1,1,411,Recent/New Customers
14967,50,1,463.8,3,2,1,312,Lost
14968,30,1,147.59,4,1,1,411,Recent/New Customers
14970,68,4,1592.06,3,4,3,334,Loyal Customers
14971,35,3,1097.98,3,4,3,334,Loyal Customers
14972,128,1,114.77,2,1,1,211,About to Sleep
14973,107,3,1314.45,2,4,3,234,About to Sleep
14974,37,1,89.94,3,1,1,311,Lost
14975,57,1,279.94,3,2,1,312,Lost
14976,57,8,765.86,3,3,4,343,Loyal Customers
14978,72,5,1921.3700000000001,2,4,3,234,About to Sleep
14981,246,1,102.12,1,1,1,111,Lost
14984,19,2,202.37,4,1,2,421,Loyal Customers
14985,198,2,292.01,1,2,2,122,Lost
14987,16,2,326.4,4,2,2,422,Loyal Customers
14988,212,1,334.54,1,2,1,112,Lost
14995,39,2,231.98000000000002,3,1,2,321,Lost
14997,46,4,540.98,3,3,3,333,Loyal Customers
14998,170,2,414.87,2,2,2,222,About to Sleep
15000,48,1,490.52,3,3,1,313,Promising Customers
15002,116,4,1641.76,2,4,3,234,About to Sleep
15004,147,1,1220.77,2,4,1,214,About to Sleep
15005,16,35,6160.54,4,5,5,455,Champions
15006,51,1,480.38,3,3,1,313,Promising Customers
15007,159,1,156.91,2,1,1,211,About to Sleep
15009,12,3,1259.43,4,4,3,434,Loyal Customers
15010,36,1,308.94,3,2,1,312,Lost
15012,54,2,405.04,3,2,2,322,Lost
15014,43,2,257.67,3,2,2,322,Lost
15016,173,1,170.04,2,1,1,211,About to Sleep
15017,34,1,125.58,3,1,1,311,Lost
15018,39,4,456.26,3,2,3,332,Loyal Customers
15019,267,1,252.81,1,2,1,112,Lost
15021,9,13,1829.23,5,4,5,554,Champions
15022,12,4,852.39,4,3,3,433,Loyal Customers
15023,3,12,6680.81,5,5,5,555,Champions
15024,10,10,1636.43,5,4,4,544,Champions
15025,33,1,361.96,3,2,1,312,Lost
15026,80,3,469.0,2,2,3,232,About to Sleep
15027,31,6,1051.95,4,4,4,444,Champions
15028,8,4,627.13,5,3,3,533,Loyal Customers
15030,72,2,518.28,2,3,2,223,About to Sleep
15031,4,4,653.19,5,3,3,533,Loyal Customers
15032,256,5,4464.1,1,5,3,135,At Risk
15033,5,11,2541.53,5,5,5,555,Champions
15034,16,11,4243.21,4,5,5,455,Champions
15035,90,1,252.73000000000002,2,2,1,212,About to Sleep
15036,72,3,429.56,2,2,3,232,About to Sleep
15038,43,7,645.84,3,3,4,343,Loyal Customers
15039,10,52,19638.59,5,5,5,555,Champions
15041,170,1,179.93,2,1,1,211,About to Sleep
15042,199,1,135.93,1,1,1,111,Lost
15043,31,1,537.0,4,3,1,413,Recent/New Customers
15044,19,22,7563.88,4,5,5,455,Champions
15045,152,3,633.66,2,3,3,233,About to Sleep
15046,9,16,4940.66,5,5,5,555,Champions
15047,270,1,343.62,1,2,1,112,Lost
15048,65,5,377.52,3,2,3,332,Loyal Customers
15049,274,1,121.17000000000002,1,1,1,111,Lost
15050,25,5,1682.77,4,4,3,434,Loyal Customers
15051,23,3,1383.36,4,4,3,434,Loyal Customers
15052,319,1,207.73000000000002,1,1,1,111,Lost
15053,5,3,693.95,5,3,3,533,Loyal Customers
15054,12,2,302.1,4,2,2,422,Loyal Customers
15057,275,2,1489.5,1,4,2,124,At Risk
15058,25,11,2102.54,4,5,5,455,Champions
15059,41,11,1325.82,3,4,5,354,Loyal Customers
15060,8,4,294.25,5,2,3,532,Loyal Customers
15061,4,55,54228.74,5,5,5,555,Champions
15062,71,4,987.86,2,4,3,234,About to Sleep
15063,213,1,370.79999999999995,1,2,1,112,Lost
15065,38,6,3135.98,3,5,4,345,Loyal Customers
15066,32,2,760.59,3,3,2,323,Promising Customers
15067,78,3,1744.76,2,4,3,234,About to Sleep
15068,46,2,553.36,3,3,2,323,Promising Customers
15069,179,1,1109.53,1,4,1,114,At Risk
15070,373,1,106.2,1,1,1,111,Lost
15071,94,2,982.07,2,4,2,224,About to Sleep
15073,10,4,612.43,5,3,3,533,Loyal Customers
15074,105,1,735.67,2,3,1,213,About to Sleep
15075,78,1,773.03,2,3,1,213,About to Sleep
15076,173,1,880.85,2,3,1,213,About to Sleep
15078,7,38,9623.35,5,5,5,555,Champions
15079,213,5,893.66,1,3,3,133,At Risk
15081,22,6,487.35,4,3,4,443,Champions
15083,257,1,88.2,1,1,1,111,Lost
15087,282,1,306.94,1,2,1,112,Lost
15088,21,3,1140.27,4,4,3,434,Loyal Customers
15089,10,6,2420.84,5,5,4,545,Champions
15090,308,1,381.32,1,2,1,112,Lost
15091,54,2,476.96,3,2,2,322,Lost
15092,215,2,457.81,1,2,2,122,Lost
15093,18,9,4410.14,4,5,4,445,Champions
15095,104,5,1364.7,2,4,3,234,About to Sleep
15096,43,1,219.39000000000001,3,1,1,311,Lost
15097,4,1,248.08,5,2,1,512,Recent/New Customers
15098,182,5,649.5,1,3,3,133,At Risk
15099,84,1,410.48,2,2,1,212,About to Sleep
15100,330,6,635.1,1,3,4,143,At Risk
15101,9,3,310.03000000000003,5,2,3,532,Loyal Customers
15103,31,2,703.36,4,3,2,423,Loyal Customers
15104,167,3,968.64,2,4,3,234,About to Sleep
15105,18,7,2298.93,4,5,4,445,Champions
15106,18,7,1407.73,4,4,4,444,Champions
15107,311,8,247.66,1,2,4,142,At Risk
15108,142,5,1291.75,2,4,3,234,About to Sleep
15109,241,2,463.75,1,2,2,122,Lost
15110,24,7,973.2,4,4,4,444,Champions
15111,29,3,1567.48,4,4,3,434,Loyal Customers
15113,10,4,3339.5099999999998,5,5,3,535,Loyal Customers
15114,30,10,2760.56,4,5,4,445,Champions
15115,18,1,340.11,4,2,1,412,Recent/New Customers
15116,18,4,1352.75,4,4,3,434,Loyal Customers
15117,15,6,1550.13,4,4,4,444,Champions
15118,134,1,244.8,2,2,1,212,About to Sleep
15119,246,1,266.4,1,2,1,112,Lost
15120,130,2,343.82,2,2,2,222,Abo vv
17501,221,2,288.6,1,2,2,122,Lost
17502,9,4,689.1,5,3,3,533,Loyal Customers
17503,3,2,558.96,5,3,2,523,Loyal Customers
17504,206,10,2745.28,1,5,4,145,At Risk
17505,162,2,1145.8400000000001,2,4,2,224,About to Sleep
17506,70,2,294.29,3,2,2,322,Lost
17507,262,2,605.58,1,3,2,123,Lost
17508,281,1,387.31,1,2,1,112,Lost
17509,58,11,6069.24,3,5,5,355,Loyal Customers
17510,25,1,308.48,4,2,1,412,Recent/New Customers
17511,3,46,88125.38,5,5,5,555,Champions
17512,29,11,2920.04,4,5,5,455,Champions
17513,72,1,513.2,2,3,1,213,About to Sleep
17514,128,1,208.65,2,1,1,211,About to Sleep
17515,31,4,639.02,4,3,3,433,Loyal Customers
17516,15,5,764.88,4,3,3,433,Loyal Customers
17517,309,1,153.94,1,1,1,111,Lost
17519,17,7,1839.07,4,4,4,444,Champions
17520,54,1,546.81,3,3,1,313,Promising Customers
17521,24,4,721.96,4,3,3,433,Loyal Customers
17522,2,5,1070.71,5,4,3,534,Loyal Customers
17523,11,4,652.74,5,3,3,533,Loyal Customers
17524,361,1,145.0,1,1,1,111,Lost
17525,360,1,422.7,1,2,1,112,Lost
17526,1,8,706.7,5,3,4,543,Champions
17527,54,6,888.86,3,3,4,343,Loyal Customers
17528,1,11,3540.1,5,5,5,555,Champions
17530,1,10,2367.12,5,5,4,545,Champions
17531,121,2,293.45,2,2,2,222,About to Sleep
17534,54,1,223.36,3,1,1,311,Lost
17535,280,1,164.4,1,1,1,111,Lost
17536,177,1,76.5,1,1,1,111,Lost
17537,30,2,887.6700000000001,4,3,2,423,Loyal Customers
17538,26,1,98.42,4,1,1,411,Recent/New Customers
17540,9,3,570.4,5,3,3,533,Loyal Customers
17542,270,1,170.75,1,1,1,111,Lost
17545,43,3,642.32,3,3,3,333,Loyal Customers
17549,24,2,148.86,4,1,2,421,Loyal Customers
17550,197,3,267.16,1,2,3,132,At Risk
17551,359,1,290.34,1,2,1,112,Lost
17552,43,6,909.96,3,3,4,343,Loyal Customers
17553,130,1,1487.6,2,4,1,214,About to Sleep
17554,1,5,1952.45,5,4,3,534,Loyal Customers
17555,20,2,480.31,4,3,2,423,Loyal Customers
17556,206,1,157.9,1,1,1,111,Lost
17557,14,3,541.46,4,3,3,433,Loyal Customers
17560,95,4,854.95,2,3,3,233,About to Sleep
17561,19,1,165.12,4,1,1,411,Recent/New Customers
17562,14,8,1107.38,4,4,4,444,Champions
17564,24,3,454.01,4,2,3,432,Loyal Customers
17566,8,2,869.77,5,3,2,523,Loyal Customers
17567,7,10,4012.56,5,5,4,545,Champions
17569,332,1,344.14,1,2,1,112,Lost
17571,50,4,1425.67,3,4,3,334,Loyal Customers
17572,71,4,226.75000000000003,2,1,3,231,About to Sleep
17573,29,4,362.9,4,2,3,432,Loyal Customers
17574,243,1,185.65,1,1,1,111,Lost
17576,8,22,3399.93,5,5,5,555,Champions
17578,191,2,124.74,1,1,2,121,Lost
17579,5,4,440.2,5,2,3,532,Loyal Customers
17580,253,3,215.72,1,1,3,131,At Risk
17581,1,31,10716.31,5,5,5,555,Champions
17582,236,1,175.27,1,1,1,111,Lost
17584,7,3,1227.3,5,4,3,534,Loyal Customers
17585,109,4,1116.68,2,4,3,234,About to Sleep
17588,100,3,1240.2,2,4,3,234,About to Sleep
17589,60,4,2404.17,3,5,3,335,Loyal Customers
17590,2,3,1468.02,5,4,3,534,Loyal Customers
17591,73,8,2192.7200000000003,2,5,4,245,About to Sleep
17593,4,6,3908.08,5,5,4,545,Champions
17594,85,2,993.1800000000001,2,4,2,224,About to Sleep
17595,12,2,386.69,4,2,2,422,Loyal Customers
17596,23,7,2806.69,4,5,4,445,Champions
17597,214,1,2044.3700000000001,1,5,1,115,At Risk
17600,18,1,161.67000000000002,4,1,1,411,Recent/New Customers
17601,239,1,116.00999999999999,1,1,1,111,Lost
17602,2,8,5002.22,5,5,4,545,Champions
17604,217,2,309.36,1,2,2,122,Lost
17608,33,2,191.99,3,1,2,321,Lost
17609,41,6,1097.48,3,4,4,344,Loyal Customers
17611,4,19,3924.77,5,5,5,555,Champions
17612,53,10,1992.76,3,4,4,344,Loyal Customers
17613,23,17,4494.77,4,5,5,455,Champions
17614,57,1,386.32,3,2,1,312,Lost
17615,130,3,329.6,2,2,3,232,About to Sleep
17616,174,3,571.1999999999999,2,3,3,233,About to Sleep
17618,6,3,930.28,5,4,3,534,Loyal Customers
17619,312,1,214.37,1,1,1,111,Lost
17620,60,1,81.44,3,1,1,311,Lost
17621,21,4,1336.1000000000001,4,4,3,434,Loyal Customers
17623,33,1,527.05,3,3,1,313,Promising Customers
17624,15,2,843.48,4,3,2,423,Loyal Customers
17625,18,4,2020.4,4,5,3,435,Loyal Customers
17628,81,1,75.75,2,1,1,211,About to Sleep
17629,6,9,1784.1200000000001,5,4,4,544,Champions
17630,170,2,503.6,2,3,2,223,About to Sleep
17631,2,3,528.33,5,3,3,533,Loyal Customers
17633,31,6,1242.34,4,4,4,444,Champions
17634,36,9,2358.59,3,5,4,345,Loyal Customers
17636,9,2,265.93,5,2,2,522,Loyal Customers
17637,31,2,547.0600000000001,4,3,2,423,Loyal Customers
17639,276,1,108.5,1,1,1,111,Lost
17640,87,1,621.66,2,3,1,213,About to Sleep
17642,120,2,712.29,2,3,2,223,About to Sleep
17643,373,1,101.55,1,1,1,111,Lost
17644,1,17,2768.98,5,5,5,555,Champions
17646,219,4,995.66,1,4,3,134,At Risk
17647,65,1,133.06,3,1,1,311,Lost
17648,61,5,1789.55,3,4,3,334,Loyal Customers
17649,135,2,861.74,2,3,2,223,About to Sleep
17650,21,1,166.07999999999998,4,1,1,411,Recent/New Customers
17651,12,14,3886.67,4,5,5,455,Champions
17652,25,18,4737.13,4,5,5,455,Champions
17653,29,5,1175.88,4,4,3,434,Loyal Customers
17654,277,1,117.55,1,1,1,111,Lost
17655,11,8,2571.7400000000002,5,5,4,545,Champions
17656,73,5,1674.69,2,4,3,234,About to Sleep
17658,11,3,485.88,5,3,3,533,Loyal Customers
17659,4,14,2954.75,5,5,5,555,Champions
17660,141,1,178.75,2,1,1,211,About to Sleep
17663,26,9,1788.27,4,4,4,444,Champions
17664,19,2,604.64,4,3,2,423,Loyal Customers
17666,4,2,728.16,5,3,2,523,Loyal Customers
17667,66,5,2055.51,3,5,3,335,Loyal Customers
17668,1,2,347.75,5,2,2,522,Loyal Customers
17669,43,7,3406.7200000000003,3,5,4,345,Loyal Customers
17670,228,1,205.7,1,1,1,111,Lost
17671,16,6,1284.08,4,4,4,444,Champions
17672,44,4,3106.62,3,5,3,335,Loyal Customers
